name,tex_name,value,fit_uncertainty,stat_minus,stat_plus,syst_minus,syst_plus,total_minus,total_plus,fixed
Nnorm,$N_{\mathrm{norm}}$,0.0052212855642154565,0.0006069591661627501,0.0012763609766821473,0.0003620645514625714,0.0003033026610652252,0.00020967464660016748,0.0013119031393385152,0.0004183947858813469,False
P_CF3_vis_dir,"$\mathcal{W}_{\mathrm{CF}_3^*,\mathrm{vis}}^{\mathrm{dir}}$",0.11130292219176816,0.014935828408398933,0.01134929499342699,0.03608338363372565,0.013017277829998383,0.01990056044080027,0.01727009029945108,0.04120731585915982,False
P_Ar_dbleStar,$\mathcal{W}_{\mathrm{Ar}^{**}}$,0.2547771375909977,0.03276720098109137,0.004963695427814496,0.09633617338450501,0.030919883525501235,0.047722525371618085,0.03131577030077129,0.10750859375051905,False
K_Ar_dbleStar_Q_Ar,"$K_{\mathrm{Ar}^{**},Q(\mathrm{Ar})}\,[\mathrm{ns}^{-1}]$",0.31370179214489996,0.6594610921566897,0.22315452508285227,0.03268263102277841,0.0049158992660115475,0.00540567202914316,0.22320866499880088,0.03312666087395073,False
K_Ar_dbleStar_Q_CF4,"$K_{\mathrm{Ar}^{**},Q(\mathrm{CF}_4)}\,[\mathrm{ns}^{-1}]$",11.499999999999998,23.28979803749707,8.200271508909363,0.0,6.500933125153097e-11,0.0,8.200271508909363,0.0,False
inv_tau_dis_K_relax,$1/(\tau_{\mathrm{dis}}K_{\mathrm{relax}})$,0.008007275532823238,0.0036246357453748484,0.004781487995513395,0.004288070324882678,0.0014923820341635622,0.0010530521132288626,0.005008975103465067,0.00441548025296402,False
tau_uv_K_CF4_Q_CF4,"$\tau_{\mathrm{uv}}K_{\mathrm{CF_4}^{+,*}Q(\mathrm{CF}_4)}$",0.065,,0.0,0.0,0.0,0.0,0.0,0.0,True
P_CF4_dir,"$\mathcal{W}_{\mathrm{CF}_4^{+,*}}^{\mathrm{dir}}$",0.18375636047655328,0.02196806303530445,0.011941880656618553,0.05340222876438927,0.0027698450548298004,0.005085274931529216,0.012258896983198996,0.05364380726732028,False
K_Ar3rd_Q_CF4,"$K_{\mathrm{Ar}^{++},Q(\mathrm{CF}_4)}\,[\mathrm{ns}^{-1}]$",50.05,,0.0,0.0,0.0,0.0,0.0,0.0,True
P_Ar3rd,$\mathcal{W}_{\mathrm{Ar}^{++}}$,0.40945921121315065,0.08089637669613414,0.018480369432187005,0.13150860647344187,0.009849778050733893,0.008347426057671636,0.020941398759367316,0.13177326397405087,False
P_CF3_uv_dir,$\mathcal{B}r_{\mathrm{UV}}(\mathrm{CF}_3^*)$,5.318725220488038e-25,0.06826312308707862,5.318725220473888e-25,0.0,5.294160400196395e-25,9.620831916791678e-22,7.504463492743013e-25,9.620831916791678e-22,False
