parameter,tex_name,primary_value,primary_stat_minus,primary_stat_plus,primary_syst_minus,primary_syst_plus,secondary_optimal,secondary_has_rule,secondary_modified
Nnorm,$N_{\mathrm{norm}}$,0.0052212855642154,0.0010504423635607,0.0006510744624016,0.0002196114438085,0.0003002694473525,0.0052212855642154,False,False
P_CF3_vis_dir,"$\mathcal{W}_{\mathrm{CF}_3^*,\mathrm{vis}}^{\mathrm{dir}}$",0.1113029221917681,0.0125106058087758,0.0288798538184598,0.0141176906955291,0.0125852421538217,0.08904233775341448,True,True
P_Ar_dbleStar,$\mathcal{W}_{\mathrm{Ar}^{**}}$,0.2547771375909977,0.0295673687573808,0.072737205498606,0.0339142544692151,0.0295965157161798,0.3821657063864965,True,True
K_Ar_dbleStar_Q_Ar,"$K_{\mathrm{Ar}^{**},Q(\mathrm{Ar})}\,[\mathrm{ns}^{-1}]$",0.3137017921448999,0.161244582079091,0.019958094365521,0.0044871878358646,0.0057700864382089,0.3137017921448999,False,False
K_Ar_dbleStar_Q_CF4,"$K_{\mathrm{Ar}^{**},Q(\mathrm{CF}_4)}\,[\mathrm{ns}^{-1}]$",11.499999999999998,6.110802324978779,0.0,2.890079286999025e-10,0.0,11.499999999999998,False,False
inv_tau_dis_K_relax,$1/(\tau_{\mathrm{dis}}K_{\mathrm{relax}})$,0.0080072755328232,0.0051486734115693,0.0059221646849801,0.0010895840424768,0.0015078667041505,0.0080072755328232,False,False
tau_uv_K_CF4_Q_CF4,"$\tau_{\mathrm{uv}}K_{\mathrm{CF_4}^{+,*}Q(\mathrm{CF}_4)}$",0.065,0.0,0.0,0.0,0.0,0.065,False,False
P_CF4_dir,"$\mathcal{W}_{\mathrm{CF}_4^{+,*}}^{\mathrm{dir}}$",0.1837563604765532,0.0197796548967389,0.0437397701657263,0.0038336332043382,0.003488164101612,0.0918781802382766,True,True
K_Ar3rd_Q_CF4,"$K_{\mathrm{Ar}^{++},Q(\mathrm{CF}_4)}\,[\mathrm{ns}^{-1}]$",50.05,0.0,0.0,0.0,0.0,50.05,False,False
P_Ar3rd,$\mathcal{W}_{\mathrm{Ar}^{++}}$,0.4094592112131506,0.0384625346961428,0.0769118628440546,0.0075622655232647,0.012195641510908,0.4094592112131506,False,False
P_CF3_uv_dir,$\mathcal{B}r_{\mathrm{UV}}(\mathrm{CF}_3^*)$,5.318725220488037e-25,5.318725208064449e-25,1.4754063106146998e-20,5.317796004258512e-25,4.089483260190021e-21,0.25,True,True
